Date,View,Reply,Repost,Like,Bookmark,Content,URL,Answer,Reason
2024.09.15,56700000,36000,90000,556000,12000,"As President I will immediately end the migrant invasion of America. We will stop all migrant flights, end all illegal entries, terminate the Kamala phone app for smuggling illegals (CBP One App), revoke deportation immunity, suspend refugee resettlement, and return Kamala's illegal migrants to their home countries (also known as remigration). I will save our cities and towns in Minnesota, Wisconsin, Michigan, Pennsylvania, North Carolina, and all across America. #MAGA2024!",https://x.com/realDonaldTrump/status/1835315698169475316,Final Answer: half-true,the statement presents policy intentions that are partially within the president's authority but includes claims that are exaggerated or would face significant challenges to implement fully.
2024.09.08,32500000,28000,68000,280000,10000,"CEASE & DESIST: I, together with many Attorneys and Legal Scholars, am watching the Sanctity of the 2024 Presidential Election very closely because I know, better than most, the rampant Cheating and Skullduggery that has taken place by the Democrats in the 2020 Presidential Election. It was a Disgrace to our Nation! Therefore, the 2024 Election, where Votes have just started being cast, will be under the closest professional scrutiny and, WHEN I WIN, those people that CHEATED will be prosecuted to the fullest extent of the Law, which will include long term prison sentences so that this Depravity of Justice does not happen again. We cannot let our Country further devolve into a Third World Nation, AND WE WON'T! Please beware that this legal exposure extends to Lawyers, Political Operatives, Donors, Illegal Voters, & Corrupt Election Officials. Those involved in unscrupulous behavior will be sought out, caught, and prosecuted at levels, unfortunately, never seen before in our Country.",https://x.com/realDonaldTrump/status/1832589096029450360,Final Answer: mostly-false,"the statement repeats debunked claims about the 2020 election and issues broad warnings about the 2024 election without providing specific evidence, leading to a misleading portrayal of election integrity issues."
2024.09.02,24900000,16000,55000,277000,4100,"We grieve the senseless death of the Israeli Hostages, horrifically including a wonderful American Citizen, Hersh Goldberg-Polin, murdered by Hamas due to a complete lack of American Strength and Leadership. Make no mistake — This happened because Comrade Kamala Harris and Crooked Joe Biden are poor Leaders. Americans are getting slaughtered overseas, while Kamala is disparaging and making up lies about Gold Star families, and Biden is sleeping on the beach on this 16th consecutive day of vacation. They have blood on their hands! Sadly, this is the total lack of “Leadership” that Kamala and Biden represent — One that allows terrorists to take American lives, because they only care about Weaponizing the Department of Justice against their Political Opponent. Just like the Debacle of the Afghanistan Withdrawal that claimed 13 American lives, Kamala and Biden's judgment has not only put lives at risk, but is directly responsible for unnecessary deaths that should have never happened.   Our Country and our amazing people are not safe under Joe Biden, and will be less safe under Kamala Harris. This terror would have never happened if I were President, and it will stop the day I am back in the Oval Office. America will be Strong Again, and that will make the World Safe and Secure!",https://x.com/realDonaldTrump/status/1830335021187490133,Final Answer: mostly-false,"while the death of Hersh Goldberg-Polin is a confirmed and tragic event, attributing his death to the alleged failures of U.S. leadership under Biden and Harris is unsubstantiated, and claims about their inaction or misplaced priorities lack credible evidence."
2024.08.31,26300000,21000,51000,287000,3400,"Kamala Harris is the Weakest Presidential Candidate in History on Crime. She's allowed millions of people to pour through our Borders, many from prisons, mental institutions and, indeed, terrorists, coming in at levels never seen before. What gives her the right to run for President? She got no votes to Biden's 14 Million. She failed in her previous attempt, was the first one out of 22 people to quit, never made it to Iowa, and now she's a Presidential Candidate? This is a Threat to Democracy!",https://x.com/realDonaldTrump/status/1829835836268929277,Final Answer: mostly-false,the statement includes some factual elements regarding Harris's previous campaign but largely consists of exaggerated or unsubstantiated claims about her record and candidacy.
2024.08.31,14400000,7800,25000,149000,1500,"Think of it, America, Pocahontas, sometimes referred to as Elizabeth Warren, is considered far more Conservative in the U.S. Senate than Comrade Kamala Harris ever was. Is this really what we want to be President of the United States? She will only bring us Poverty, Chaos, and Heartache! Kamala is rated, by far, the Number One Most Liberal Senator.",https://x.com/realDonaldTrump/status/1829834705325170977,Final Answer: half-true,"while it's correct that Kamala Harris was ranked as the most liberal senator in 2019, the claim that Elizabeth Warren is considered far more conservative than Harris lacks substantiating evidence."
2024.08.31,23300000,16000,44000,312000,3300,"I look so forward to Debating Comrade Kamala Harris and exposing her for the fraud she is. Harris has changed every one of her long held positions, on everything. America will never allow an Election WEAPONIZING MARXIST TO BE PRESIDENT OF THE U.S.",https://x.com/realDonaldTrump/status/1829745502440587304,Final Answer: mostly-false,the statement correctly notes Harris's changes in policy positions but falsely labels her as a Marxist and uses Comrade without substantiation.
2024.08.28,30300000,17000,40000,282000,2400,PERSECUTION OF A POLITICAL OPPONENT!,https://x.com/realDonaldTrump/status/1828807702090330238,Final Answer: uncertain,"the claim of political persecution is subjective and lacks concrete evidence, making it difficult to definitively assess its truthfulness."
2024.08.28,19400000,14000,53000,234000,3600,"It is DOJ policy that the Department of Justice should not take any action that will influence an election within 60 days of that election – but they just have taken such action. Voting starts on September 6th, therefore the DOJ has violated its own policy – Election Interference. All of these Comrade Kamala/Biden Hoaxes should be immediately DISMISSED!",https://x.com/realDonaldTrump/status/1828625060187218292,Final Answer: false,the DOJ's actions were consistent with its responsibilities to protect election integrity and did not violate any formal policy or constitute election interference.
2024.08.26,9600000,6900,32000,175000,1200,"Kamala Harris was the leader of BANNING FRACKING IN THE UNITED STATES, and fought especially hard for No Fracking in Pennsylvania. The people of Pennsylvania are smart. She would devastate the Commonwealth, and they know it. They will VOTE FOR TRUMP!",https://x.com/realDonaldTrump/status/1827859473735827683,Final Answer: mostly-false,Harris previously supported a fracking ban but changed her position by 2024; the claim doesn't account for this shift and overstates her influence on state-specific fracking policies.
2024.08.26,12800000,11000,46000,243000,2600,"If you think things are expensive now, they will get 100 times WORSE if Kamala gets four years as President. Under her plan, Kamala will implement SOVIET Style Price Controls. She will abolish private health care, and make California's ridiculous tax policies the law of the land, meaning EVERY American will be taxed up to 80% of their income! If you want more CASH and less TAX, VOTE TRUMP!!!",https://x.com/realDonaldTrump/status/1827796042760560764,Final Answer: false,the claims about Kamala Harris's economic policies are exaggerated and not supported by her actual proposals.
2024.08.26,9400000,7900,37000,195000,1300,Comrade Kamala will obliterate Social Security and Medicare by giving it away to the Millions of Illegal Immigrants who are infiltrating our Country!,https://x.com/realDonaldTrump/status/1827785056498171950,Final Answer: false,the claim misrepresents Harris's policy positions and overlooks existing legal restrictions on benefit eligibility.
2024.08.26,13300000,10000,32000,212000,1700,"There will be no future under Comrade Kamala Harris, because she will take us into a Nuclear World War III! She will never be respected by the Tyrants of the World!",https://x.com/realDonaldTrump/status/1827784751312142496,Final Answer: false,the assertion is speculative and not substantiated by Harris's foreign policy experience or positions.
2024.08.26,12200000,9900,65000,357000,2800,"Kamala and her “handlers” are trying to make it sound like I am the Incumbent President, so that they can blame me for the failure of the past four years. No, it was their failure! It is one of the worst Presidencies in History, and she is definitely the Worst Vice President.",https://x.com/realDonaldTrump/status/1827784510249046393,Final Answer: false,the claims are subjective and lack supporting evidence.
2024.08.26,38600000,22000,65000,441000,4200,NOVEMBER 5TH WILL BE THE MOST IMPORTANT DAY IN THE HISTORY OF AMERICA!,https://x.com/realDonaldTrump/status/1827739726629024026,Final Answer: uncertain,"the importance of November 5, 2024, is subjective and cannot be definitively assessed."
2024.08.26,31700000,16000,70000,410000,82000,"Who is negotiating for us in the Middle East? Bombs are dropping all over the place! Sleepy Joe is sleeping on a Beach in California, viciously Exiled by the Democrats, and Comrade Kamala is doing a campaign bus tour with Tampon Tim, her really bad V.P. Pick. Let's not have World War lll, because that's where we're heading!",https://x.com/realDonaldTrump/status/1827737056186954201,Final Answer: false,the statement contains factual elements but is exaggerated and lacks supporting evidence for its more extreme claims.
2024.08.23,10400000,10000,21000,137000,1200,"Thank you to @BrianKempGA for all of your help and support in Georgia, where a win is so important to the success of our Party and, most importantly, our Country.  I look forward to working with you, your team, and all of my friends in Georgia to help MAKE AMERICA GREAT AGAIN!",https://x.com/realDonaldTrump/status/1826800523280040166,Final Answer: true,"the statement accurately reflects Governor Kemp's support and the collaborative efforts between him and Donald Trump in Georgia as of August 23, 2024."
2024.08.23,11600000,14000,61000,279000,3800,"At the Democrat Convention, they said, “We've got 70 days to act right…After 70 days, we can go back to acting crazy!” What they mean is that they want to get Elected, and then destroy our Country with Radical Left, Marxist/Socialist Policies. We can't let this happen and, if it does, we won't have a Country any longer. The U.S.A. will be reduced to ashes. #MAGA2024!",https://x.com/realDonaldTrump/status/1826736315590918654,Final Answer: false,the statement misinterprets a colloquial remark and lacks evidence to support claims of impending radical policy implementations by the Democratic Party.
2024.08.13,45300000,58000,141000,794000,11000,Are you better off now than you were when I was president? Our economy is shattered. Our border has been erased. We're a nation in decline. Make the American Dream AFFORDABLE again. Make America SAFE again. Make America GREAT Again!,https://x.com/realDonaldTrump/status/1823034723867713700,Final Answer: mostly-false,"the statement exaggerates the current state of the economy and border security, though some concerns have a basis in reality."
